,rpm,t,id,iq,torque,motorpwr,accpwr,current,voltage,vout,vd,vq,phasepwr
410,4101,160,-191.91711621383087,367.125251111239,130.33612200306882,55976.503470026095,62023.8265595857,279.9925033555314,221.51583206483056,124.77529858092358,-119.30549142356772,41.85097813198574,52376.408408229174
411,4111,160,-192.20388165445365,366.2255636976027,130.0190796240834,55976.503470028365,62023.826559588226,279.9925033555318,221.51583206483045,124.7752985809235,-119.3049224596349,41.85240070036804,52292.439590715316
412,4121,160,-192.48935059203876,365.33027289767455,129.7035759123024,55976.50347002746,62023.82655958722,279.9925033555178,221.5158320648345,124.77529858092585,-119.30435614563558,41.85381728992489,52209.02451114728
413,4131,160,-192.77353177044262,364.43934657734866,129.3895996936823,55976.50347002782,62023.826559587615,279.9925033555315,221.51583206483056,124.77529858092358,-119.30379246317962,41.85522793712637,52126.15878508479
414,4141,160,-193.0564338550886,363.5527529147246,129.07713990210203,55976.50347002812,62023.82655958795,279.99250335552756,221.5158320648317,124.77529858092423,-119.30323139403203,41.85663267824143,52043.838070413134
415,4151,160,-193.3380654342377,362.67046039637154,128.76618557807902,55976.50347002828,62023.826559588124,279.9925033555318,221.51583206483045,124.7752985809235,-119.30267292012815,41.85803154921321,51962.05806686136
416,4161,160,-193.61843501966098,361.79243781360157,128.4567258674854,55976.50347002835,62023.826559588204,279.99250335553023,221.51583206483093,124.77529858092379,-119.3021170235708,41.859424585720056,51880.81451550632
417,4171,160,-193.89755104742068,360.9186542587478,128.14875002027514,55976.503470024254,62023.826559583664,279.9925033555181,221.51583206483443,124.7752985809258,-119.30156368661189,41.8608118231986,51800.10319827384
418,4181,160,-194.17542187924153,360.0490791217072,127.84224738928575,55976.50347002804,62023.82655958786,279.992503355529,221.5158320648313,124.775298580924,-119.30101289170706,41.862193296674846,51719.9199375089
419,4191,160,-194.452055802307,359.18368208609485,127.53720742891986,55976.50347002797,62023.82655958779,279.99250335551983,221.51583206483394,124.77529858092552,-119.300464621417,41.86356904109468,51640.26059541811
420,4201,160,-194.72746103112243,358.3224331259887,127.23361969402686,55976.503470028365,62023.826559588226,279.9925033555295,221.51583206483113,124.7752985809239,-119.29991885849735,41.86493909099048,51561.12107368625
421,4211,160,-195.0016457076079,357.46530250231064,126.93147383866226,55976.50347002835,62023.826559588204,279.9925033555278,221.51583206483164,124.77529858092419,-119.29937558584267,41.8663034807107,51482.49731296772
422,4221,160,-195.27461790226505,356.6122607594707,126.63075961492544,55976.50347002768,62023.82655958746,279.9925033555316,221.51583206483053,124.77529858092355,-119.29883478650707,41.86766224430167,51404.38529245589
423,4231,160,-195.54638561483642,355.76327872199846,126.33146687179769,55976.503470025134,62023.826559584646,279.992503355532,221.51583206483042,124.77529858092349,-119.29829644370159,41.86901541554915,51326.7810294345
