          s         mph       hp
          42.98     63.99     -12.64    
          42.98     63.98     -12.63    
          N/A       63.97     N/A       
          N/A       63.96     N/A       
          N/A       63.95     N/A       
          N/A       63.94     N/A       
          43.00     63.93     -12.55    
          43.00     63.92     -12.54    
          N/A       63.91     N/A       
          N/A       63.90     N/A       
          N/A       63.89     N/A       
          N/A       63.88     N/A       
          43.02     63.87     -12.46    
          43.02     63.86     -12.44    
          N/A       63.85     N/A       
          N/A       63.84     N/A       
          N/A       63.83     N/A       
          N/A       63.82     N/A       
          43.04     63.81     -12.35    
          43.04     63.80     -12.33    
          N/A       63.79     N/A       
          N/A       63.78     N/A       
          N/A       63.77     N/A       
          N/A       63.76     N/A       
          43.06     63.75     -12.24    
          43.07     63.74     -12.21    
          N/A       63.73     N/A       
          N/A       63.72     N/A       
          N/A       63.71     N/A       
          N/A       63.70     N/A       
          43.08     63.69     -12.10    
          43.09     63.68     -12.07    
          N/A       63.67     N/A       
          N/A       63.66     N/A       
          N/A       63.65     N/A       
          43.10     63.64     -11.97    
          43.10     63.63     -11.95    
          N/A       63.62     N/A       
          N/A       63.61     N/A       
          N/A       63.60     N/A       
          N/A       63.59     N/A       
          43.12     63.58     -11.80    
          43.12     63.57     -11.77    
          N/A       63.56     N/A       
          N/A       63.55     N/A       
          N/A       63.54     N/A       
          N/A       63.53     N/A       
          43.14     63.52     -11.61    
          43.15     63.51     -11.57    
          N/A       63.50     N/A       
          N/A       63.49     N/A       
          N/A       63.48     N/A       
          43.16     63.47     -11.42    
          43.16     63.46     -11.38    
          N/A       63.45     N/A       
          N/A       63.44     N/A       
          N/A       63.43     N/A       
          N/A       63.42     N/A       
          43.18     63.41     -11.18    
          43.19     63.40     -11.14    
          N/A       63.39     N/A       
          N/A       63.38     N/A       
          N/A       63.37     N/A       
          43.20     63.36     -10.97    
          43.20     63.35     -10.92    
          N/A       63.34     N/A       
          N/A       63.33     N/A       
          N/A       63.32     N/A       
          43.22     63.31     -10.74    
          43.22     63.30     -10.70    
          N/A       63.29     N/A       
          N/A       63.28     N/A       
          N/A       63.27     N/A       
          N/A       63.26     N/A       
          43.24     63.25     -10.47    
          43.25     63.24     -10.42    
          N/A       63.23     N/A       
          N/A       63.22     N/A       
          N/A       63.21     N/A       
          43.26     63.20     -10.24    
          43.27     63.19     -10.20    
          N/A       63.18     N/A       
          N/A       63.17     N/A       
          N/A       63.16     N/A       
          43.28     63.15     -10.02    
          43.29     63.14     -9.97     
          N/A       63.13     N/A       
          N/A       63.12     N/A       
          N/A       63.11     N/A       
          43.30     63.10     -9.80     
          43.31     63.09     -9.76     
          N/A       63.08     N/A       
          N/A       63.07     N/A       
          43.32     63.06     -9.64     
          43.32     63.05     -9.60     
          N/A       63.04     N/A       
          N/A       63.03     N/A       
          N/A       63.02     N/A       
          43.34     63.01     -9.45     
          43.35     63.00     -9.41     
          N/A       62.99     N/A       
          N/A       62.98     N/A       
          N/A       62.97     N/A       
          43.36     62.96     -9.27     
          43.37     62.95     -9.23     
          N/A       62.94     N/A       
          N/A       62.93     N/A       
          43.38     62.92     -9.13     
          43.38     62.91     -9.10     
          N/A       62.90     N/A       
          N/A       62.89     N/A       
          N/A       62.88     N/A       
          43.40     62.87     -8.96     
          43.41     62.86     -8.93     
          N/A       62.85     N/A       
          N/A       62.84     N/A       
          43.42     62.83     -8.83     
          43.42     62.82     -8.80     
          N/A       62.81     N/A       
          N/A       62.80     N/A       
          N/A       62.79     N/A       
          43.44     62.78     -8.66     
          43.45     62.77     -8.63     
          N/A       62.76     N/A       
          N/A       62.75     N/A       
