          s         mph       hp
          N/A       53.12     N/A       
          N/A       53.13     N/A       
          N/A       53.14     N/A       
          N/A       53.15     N/A       
          N/A       53.16     N/A       
          22.88     53.17     17.50     
          22.88     53.18     17.50     
          N/A       53.19     N/A       
          N/A       53.20     N/A       
          N/A       53.21     N/A       
          N/A       53.22     N/A       
          N/A       53.23     N/A       
          N/A       53.24     N/A       
          22.90     53.25     17.46     
          22.90     53.26     17.45     
          N/A       53.27     N/A       
          N/A       53.28     N/A       
          N/A       53.29     N/A       
          N/A       53.30     N/A       
          N/A       53.31     N/A       
          N/A       53.32     N/A       
          22.92     53.33     17.41     
          22.92     53.34     17.40     
          N/A       53.35     N/A       
          N/A       53.36     N/A       
          N/A       53.37     N/A       
          N/A       53.38     N/A       
          N/A       53.39     N/A       
          N/A       53.40     N/A       
          22.94     53.41     17.36     
          22.94     53.42     17.35     
          N/A       53.43     N/A       
          N/A       53.44     N/A       
          N/A       53.45     N/A       
          N/A       53.46     N/A       
          N/A       53.47     N/A       
          N/A       53.48     N/A       
          22.96     53.49     17.31     
          22.96     53.50     17.30     
          N/A       53.51     N/A       
          N/A       53.52     N/A       
          N/A       53.53     N/A       
          N/A       53.54     N/A       
          N/A       53.55     N/A       
          N/A       53.56     N/A       
          22.98     53.57     17.26     
          22.98     53.58     17.25     
          N/A       53.59     N/A       
          N/A       53.60     N/A       
          N/A       53.61     N/A       
          N/A       53.62     N/A       
          N/A       53.63     N/A       
          23.00     53.64     17.21     
          23.00     53.65     17.21     
          N/A       53.66     N/A       
          N/A       53.67     N/A       
          N/A       53.68     N/A       
          N/A       53.69     N/A       
          N/A       53.70     N/A       
          N/A       53.71     N/A       
          23.02     53.72     17.17     
          23.02     53.73     17.16     
          N/A       53.74     N/A       
          N/A       53.75     N/A       
          N/A       53.76     N/A       
          N/A       53.77     N/A       
          N/A       53.78     N/A       
          N/A       53.79     N/A       
          23.04     53.80     17.13     
          23.04     53.81     17.12     
          N/A       53.82     N/A       
          N/A       53.83     N/A       
          N/A       53.84     N/A       
          N/A       53.85     N/A       
          N/A       53.86     N/A       
          N/A       53.87     N/A       
          23.06     53.88     17.10     
          23.07     53.89     17.09     
          N/A       53.90     N/A       
          N/A       53.91     N/A       
          N/A       53.92     N/A       
          N/A       53.93     N/A       
          N/A       53.94     N/A       
          23.08     53.95     17.08     
          23.08     53.96     17.08     
          N/A       53.97     N/A       
          N/A       53.98     N/A       
          N/A       53.99     N/A       
          N/A       54.00     N/A       
          N/A       54.01     N/A       
          N/A       54.02     N/A       
          23.10     54.03     17.06     
          23.10     54.04     17.06     
          N/A       54.05     N/A       
          N/A       54.06     N/A       
          N/A       54.07     N/A       
          N/A       54.08     N/A       
          N/A       54.09     N/A       
          23.12     54.10     17.06     
          23.12     54.11     17.06     
          N/A       54.12     N/A       
          N/A       54.13     N/A       
          N/A       54.14     N/A       
          N/A       54.15     N/A       
          N/A       54.16     N/A       
          N/A       54.17     N/A       
          23.14     54.18     17.06     
          23.14     54.19     17.06     
          N/A       54.20     N/A       
          N/A       54.21     N/A       
          N/A       54.22     N/A       
          N/A       54.23     N/A       
          N/A       54.24     N/A       
          N/A       54.25     N/A       
          23.16     54.26     17.06     
          23.16     54.27     17.06     
          N/A       54.28     N/A       
          N/A       54.29     N/A       
          N/A       54.30     N/A       
          N/A       54.31     N/A       
          N/A       54.32     N/A       
          23.18     54.33     17.06     
          23.18     54.34     17.06     
          N/A       54.35     N/A       
          N/A       54.36     N/A       
          N/A       54.37     N/A       
          N/A       54.38     N/A       
          N/A       54.39     N/A       
          N/A       54.40     N/A       
          23.20     54.41     17.06     
          23.20     54.42     17.06     
          N/A       54.43     N/A       
          N/A       54.44     N/A       
          N/A       54.45     N/A       
          N/A       54.46     N/A       
          N/A       54.47     N/A       
          23.22     54.48     17.06     
          23.22     54.49     17.06     
          N/A       54.50     N/A       
          N/A       54.51     N/A       
          N/A       54.52     N/A       
          N/A       54.53     N/A       
          N/A       54.54     N/A       
          N/A       54.55     N/A       
          23.24     54.56     17.05     
          23.24     54.57     17.05     
          N/A       54.58     N/A       
          N/A       54.59     N/A       
          N/A       54.60     N/A       
          N/A       54.61     N/A       
          N/A       54.62     N/A       
          N/A       54.63     N/A       
          23.26     54.64     17.05     
          23.27     54.65     17.04     
          N/A       54.66     N/A       
          N/A       54.67     N/A       
          N/A       54.68     N/A       
          N/A       54.69     N/A       
          N/A       54.70     N/A       
          23.28     54.71     17.04     
          23.28     54.72     17.04     
          N/A       54.73     N/A       
          N/A       54.74     N/A       
          N/A       54.75     N/A       
          N/A       54.76     N/A       
          N/A       54.77     N/A       
          N/A       54.78     N/A       
          23.30     54.79     17.02     
          23.31     54.80     17.02     
          N/A       54.81     N/A       
          N/A       54.82     N/A       
          N/A       54.83     N/A       
          N/A       54.84     N/A       
          N/A       54.85     N/A       
          23.32     54.86     17.01     
          23.32     54.87     17.01     
          N/A       54.88     N/A       
          N/A       54.89     N/A       
          N/A       54.90     N/A       
          N/A       54.91     N/A       
          N/A       54.92     N/A       
          N/A       54.93     N/A       
          23.34     54.94     16.99     
          23.35     54.95     16.98     
          N/A       54.96     N/A       
          N/A       54.97     N/A       
          N/A       54.98     N/A       
          N/A       54.99     N/A       
          N/A       55.00     N/A       
          23.36     55.01     16.96     
          23.36     55.02     16.96     
          N/A       55.03     N/A       
          N/A       55.04     N/A       
          N/A       55.05     N/A       
          N/A       55.06     N/A       
          N/A       55.07     N/A       
          23.38     55.08     16.93     
          23.38     55.09     16.92     
          N/A       55.10     N/A       
          N/A       55.11     N/A       
          N/A       55.12     N/A       
          N/A       55.13     N/A       
          N/A       55.14     N/A       
          N/A       55.15     N/A       
          23.40     55.16     16.88     
          23.40     55.17     16.88     
          N/A       55.18     N/A       
          N/A       55.19     N/A       
          N/A       55.20     N/A       
          N/A       55.21     N/A       
          N/A       55.22     N/A       
          23.42     55.23     16.84     
          23.42     55.24     16.83     
          N/A       55.25     N/A       
          N/A       55.26     N/A       
          N/A       55.27     N/A       
          N/A       55.28     N/A       
          N/A       55.29     N/A       
          23.44     55.30     16.79     
          23.44     55.31     16.78     
          N/A       55.32     N/A       
          N/A       55.33     N/A       
          N/A       55.34     N/A       
          N/A       55.35     N/A       
          N/A       55.36     N/A       
          N/A       55.37     N/A       
          23.46     55.38     16.72     
          23.46     55.39     16.71     
          N/A       55.40     N/A       
          N/A       55.41     N/A       
          N/A       55.42     N/A       
          N/A       55.43     N/A       
          N/A       55.44     N/A       
          23.48     55.45     16.66     
          23.48     55.46     16.66     
          N/A       55.47     N/A       
          N/A       55.48     N/A       
          N/A       55.49     N/A       
          N/A       55.50     N/A       
          N/A       55.51     N/A       
          23.50     55.52     16.60     
          23.50     55.53     16.60     
          N/A       55.54     N/A       
          N/A       55.55     N/A       
          N/A       55.56     N/A       
          N/A       55.57     N/A       
          N/A       55.58     N/A       
          23.52     55.59     16.55     
          23.52     55.60     16.54     
          N/A       55.61     N/A       
          N/A       55.62     N/A       
          N/A       55.63     N/A       
          N/A       55.64     N/A       
          N/A       55.65     N/A       
          23.54     55.66     16.49     
          23.54     55.67     16.48     
          N/A       55.68     N/A       
          N/A       55.69     N/A       
          N/A       55.70     N/A       
          N/A       55.71     N/A       
          N/A       55.72     N/A       
          N/A       55.73     N/A       
          23.56     55.74     16.43     
          23.57     55.75     16.42     
          N/A       55.76     N/A       
          N/A       55.77     N/A       
          N/A       55.78     N/A       
          N/A       55.79     N/A       
          N/A       55.80     N/A       
          23.58     55.81     16.37     
          23.59     55.82     16.37     
          N/A       55.83     N/A       
          N/A       55.84     N/A       
          N/A       55.85     N/A       
          N/A       55.86     N/A       
          N/A       55.87     N/A       
          23.60     55.88     16.32     
          23.61     55.89     16.31     
          N/A       55.90     N/A       
          N/A       55.91     N/A       
          N/A       55.92     N/A       
          N/A       55.93     N/A       
          N/A       55.94     N/A       
          23.62     55.95     16.27     
          23.63     55.96     16.26     
          N/A       55.97     N/A       
          N/A       55.98     N/A       
          N/A       55.99     N/A       
          N/A       56.00     N/A       
          N/A       56.01     N/A       
          23.64     56.02     16.22     
          23.65     56.03     16.21     
          N/A       56.04     N/A       
          N/A       56.05     N/A       
          N/A       56.06     N/A       
          N/A       56.07     N/A       
          23.66     56.08     16.17     
          23.66     56.09     16.17     
          N/A       56.10     N/A       
          N/A       56.11     N/A       
          N/A       56.12     N/A       
          N/A       56.13     N/A       
          N/A       56.14     N/A       
          23.68     56.15     16.13     
          23.68     56.16     16.12     
          N/A       56.17     N/A       
          N/A       56.18     N/A       
          N/A       56.19     N/A       
          N/A       56.20     N/A       
          N/A       56.21     N/A       
          23.70     56.22     16.08     
          23.70     56.23     16.07     
          N/A       56.24     N/A       
          N/A       56.25     N/A       
          N/A       56.26     N/A       
          N/A       56.27     N/A       
          N/A       56.28     N/A       
          23.72     56.29     16.04     
          23.72     56.30     16.03     
          N/A       56.31     N/A       
          N/A       56.32     N/A       
          N/A       56.33     N/A       
          N/A       56.34     N/A       
          N/A       56.35     N/A       
          23.74     56.36     15.99     
          23.75     56.37     15.99     
          N/A       56.38     N/A       
          N/A       56.39     N/A       
          N/A       56.40     N/A       
          N/A       56.41     N/A       
          N/A       56.42     N/A       
          23.76     56.43     15.95     
          23.77     56.44     15.95     
          N/A       56.45     N/A       
          N/A       56.46     N/A       
          N/A       56.47     N/A       
          N/A       56.48     N/A       
          23.78     56.49     15.92     
          23.78     56.50     15.91     
          N/A       56.51     N/A       
          N/A       56.52     N/A       
          N/A       56.53     N/A       
          N/A       56.54     N/A       
          N/A       56.55     N/A       
          23.80     56.56     15.87     
          23.80     56.57     15.86     
          N/A       56.58     N/A       
          N/A       56.59     N/A       
          N/A       56.60     N/A       
          N/A       56.61     N/A       
          N/A       56.62     N/A       
          23.82     56.63     15.83     
          23.83     56.64     15.82     
          N/A       56.65     N/A       
          N/A       56.66     N/A       
          N/A       56.67     N/A       
          N/A       56.68     N/A       
          23.84     56.69     15.79     
          23.84     56.70     15.78     
          N/A       56.71     N/A       
          N/A       56.72     N/A       
          N/A       56.73     N/A       
          N/A       56.74     N/A       
          N/A       56.75     N/A       
          23.86     56.76     15.74     
          23.86     56.77     15.73     
          N/A       56.78     N/A       
          N/A       56.79     N/A       
          N/A       56.80     N/A       
          N/A       56.81     N/A       
          23.88     56.82     15.70     
          23.88     56.83     15.69     
          N/A       56.84     N/A       
          N/A       56.85     N/A       
          N/A       56.86     N/A       
          N/A       56.87     N/A       
          N/A       56.88     N/A       
          23.90     56.89     15.65     
          23.90     56.90     15.65     
          N/A       56.91     N/A       
          N/A       56.92     N/A       
          N/A       56.93     N/A       
          N/A       56.94     N/A       
          N/A       56.95     N/A       
          23.92     56.96     15.61     
          23.93     56.97     15.60     
          N/A       56.98     N/A       
          N/A       56.99     N/A       
          N/A       57.00     N/A       
          N/A       57.01     N/A       
          23.94     57.02     15.57     
          23.94     57.03     15.56     
          N/A       57.04     N/A       
          N/A       57.05     N/A       
          N/A       57.06     N/A       
          N/A       57.07     N/A       
          23.96     57.08     15.53     
          23.96     57.09     15.52     
          N/A       57.10     N/A       
          N/A       57.11     N/A       
          N/A       57.12     N/A       
          N/A       57.13     N/A       
          N/A       57.14     N/A       
          23.98     57.15     15.48     
          23.98     57.16     15.47     
          N/A       57.17     N/A       
          N/A       57.18     N/A       
          N/A       57.19     N/A       
          N/A       57.20     N/A       
          24.00     57.21     15.44     
          24.00     57.22     15.43     
          N/A       57.23     N/A       
          N/A       57.24     N/A       
          N/A       57.25     N/A       
          N/A       57.26     N/A       
          N/A       57.27     N/A       
          24.02     57.28     15.39     
          24.03     57.29     15.38     
          N/A       57.30     N/A       
          N/A       57.31     N/A       
          N/A       57.32     N/A       
          N/A       57.33     N/A       
          24.04     57.34     15.34     
          24.04     57.35     15.34     
          N/A       57.36     N/A       
          N/A       57.37     N/A       
          N/A       57.38     N/A       
          N/A       57.39     N/A       
          24.06     57.40     15.30     
          24.06     57.41     15.29     
          N/A       57.42     N/A       
          N/A       57.43     N/A       
          N/A       57.44     N/A       
          N/A       57.45     N/A       
          N/A       57.46     N/A       
          24.08     57.47     15.24     
          24.09     57.48     15.24     
          N/A       57.49     N/A       
          N/A       57.50     N/A       
          N/A       57.51     N/A       
          N/A       57.52     N/A       
          24.10     57.53     15.20     
          24.10     57.54     15.19     
          N/A       57.55     N/A       
          N/A       57.56     N/A       
          N/A       57.57     N/A       
          N/A       57.58     N/A       
          24.12     57.59     15.15     
          24.12     57.60     15.15     
          N/A       57.61     N/A       
          N/A       57.62     N/A       
          N/A       57.63     N/A       
          N/A       57.64     N/A       
          24.14     57.65     15.11     
          24.14     57.66     15.11     
          N/A       57.67     N/A       
          N/A       57.68     N/A       
          N/A       57.69     N/A       
          N/A       57.70     N/A       
          N/A       57.71     N/A       
          24.16     57.72     15.07     
          24.17     57.73     15.06     
          N/A       57.74     N/A       
          N/A       57.75     N/A       
          N/A       57.76     N/A       
          N/A       57.77     N/A       
          24.18     57.78     15.03     
          24.19     57.79     15.02     
          N/A       57.80     N/A       
          N/A       57.81     N/A       
          N/A       57.82     N/A       
          N/A       57.83     N/A       
          24.20     57.84     15.00     
          24.21     57.85     14.99     
          N/A       57.86     N/A       
          N/A       57.87     N/A       
          N/A       57.88     N/A       
          N/A       57.89     N/A       
          24.22     57.90     14.96     
          24.23     57.91     14.96     
          N/A       57.92     N/A       
          N/A       57.93     N/A       
          N/A       57.94     N/A       
          N/A       57.95     N/A       
          24.24     57.96     14.93     
          24.25     57.97     14.92     
          N/A       57.98     N/A       
          N/A       57.99     N/A       
          N/A       58.00     N/A       
          N/A       58.01     N/A       
          24.26     58.02     14.89     
          24.26     58.03     14.88     
          N/A       58.04     N/A       
          N/A       58.05     N/A       
          N/A       58.06     N/A       
          N/A       58.07     N/A       
          24.28     58.08     14.85     
          24.28     58.09     14.84     
          N/A       58.10     N/A       
          N/A       58.11     N/A       
          N/A       58.12     N/A       
          N/A       58.13     N/A       
          24.30     58.14     14.81     
          24.30     58.15     14.80     
          N/A       58.16     N/A       
          N/A       58.17     N/A       
          N/A       58.18     N/A       
          N/A       58.19     N/A       
          24.32     58.20     14.77     
          24.32     58.21     14.76     
          N/A       58.22     N/A       
          N/A       58.23     N/A       
          N/A       58.24     N/A       
          N/A       58.25     N/A       
          24.34     58.26     14.72     
          24.34     58.27     14.71     
          N/A       58.28     N/A       
          N/A       58.29     N/A       
          N/A       58.30     N/A       
          N/A       58.31     N/A       
          24.36     58.32     14.68     
          24.37     58.33     14.67     
          N/A       58.34     N/A       
          N/A       58.35     N/A       
          N/A       58.36     N/A       
          N/A       58.37     N/A       
          24.38     58.38     14.63     
          24.39     58.39     14.63     
          N/A       58.40     N/A       
          N/A       58.41     N/A       
          N/A       58.42     N/A       
          N/A       58.43     N/A       
          24.40     58.44     14.59     
          24.41     58.45     14.58     
          N/A       58.46     N/A       
          N/A       58.47     N/A       
          N/A       58.48     N/A       
          N/A       58.49     N/A       
          24.42     58.50     14.55     
          24.43     58.51     14.54     
          N/A       58.52     N/A       
          N/A       58.53     N/A       
          N/A       58.54     N/A       
          24.44     58.55     14.52     
          24.44     58.56     14.51     
          N/A       58.57     N/A       
          N/A       58.58     N/A       
          N/A       58.59     N/A       
          N/A       58.60     N/A       
          24.46     58.61     14.49     
          24.46     58.62     14.48     
          N/A       58.63     N/A       
          N/A       58.64     N/A       
          N/A       58.65     N/A       
          N/A       58.66     N/A       
          24.48     58.67     14.45     
          24.49     58.68     14.45     
          N/A       58.69     N/A       
          N/A       58.70     N/A       
          N/A       58.71     N/A       
          N/A       58.72     N/A       
          24.50     58.73     14.42     
          24.51     58.74     14.41     
          N/A       58.75     N/A       
          N/A       58.76     N/A       
          N/A       58.77     N/A       
          24.52     58.78     14.39     
          24.52     58.79     14.38     
          N/A       58.80     N/A       
          N/A       58.81     N/A       
          N/A       58.82     N/A       
          N/A       58.83     N/A       
          24.54     58.84     14.35     
          24.54     58.85     14.35     
          N/A       58.86     N/A       
          N/A       58.87     N/A       
          N/A       58.88     N/A       
          N/A       58.89     N/A       
          24.56     58.90     14.32     
          24.57     58.91     14.31     
          N/A       58.92     N/A       
          N/A       58.93     N/A       
          N/A       58.94     N/A       
          24.58     58.95     14.28     
          24.58     58.96     14.28     
          N/A       58.97     N/A       
          N/A       58.98     N/A       
          N/A       58.99     N/A       
          N/A       59.00     N/A       
          24.60     59.01     14.24     
          24.60     59.02     14.24     
          N/A       59.03     N/A       
          N/A       59.04     N/A       
          N/A       59.05     N/A       
          N/A       59.06     N/A       
          24.62     59.07     14.20     
          24.63     59.08     14.20     
          N/A       59.09     N/A       
          N/A       59.10     N/A       
          N/A       59.11     N/A       
          24.64     59.12     14.17     
          24.64     59.13     14.16     
          N/A       59.14     N/A       
          N/A       59.15     N/A       
          N/A       59.16     N/A       
          N/A       59.17     N/A       
          24.66     59.18     14.12     
          24.67     59.19     14.12     
          N/A       59.20     N/A       
          N/A       59.21     N/A       
          N/A       59.22     N/A       
          24.68     59.23     14.09     
          24.68     59.24     14.08     
          N/A       59.25     N/A       
          N/A       59.26     N/A       
          N/A       59.27     N/A       
          N/A       59.28     N/A       
          24.70     59.29     14.05     
          24.71     59.30     14.04     
          N/A       59.31     N/A       
          N/A       59.32     N/A       
          N/A       59.33     N/A       
          24.72     59.34     14.01     
          24.72     59.35     14.00     
          N/A       59.36     N/A       
          N/A       59.37     N/A       
          N/A       59.38     N/A       
          N/A       59.39     N/A       
          24.74     59.40     13.97     
          24.75     59.41     13.96     
          N/A       59.42     N/A       
          N/A       59.43     N/A       
          N/A       59.44     N/A       
          24.76     59.45     13.93     
          24.76     59.46     13.92     
          N/A       59.47     N/A       
          N/A       59.48     N/A       
          N/A       59.49     N/A       
          N/A       59.50     N/A       
          24.78     59.51     13.88     
          24.79     59.52     13.87     
          N/A       59.53     N/A       
          N/A       59.54     N/A       
          N/A       59.55     N/A       
          24.80     59.56     13.84     
          24.80     59.57     13.83     
          N/A       59.58     N/A       
          N/A       59.59     N/A       
          N/A       59.60     N/A       
          N/A       59.61     N/A       
          24.82     59.62     13.80     
          24.83     59.63     13.79     
          N/A       59.64     N/A       
          N/A       59.65     N/A       
          N/A       59.66     N/A       
          24.84     59.67     13.76     
          24.85     59.68     13.75     
          N/A       59.69     N/A       
          N/A       59.70     N/A       
          N/A       59.71     N/A       
          24.86     59.72     13.73     
          24.86     59.73     13.72     
          N/A       59.74     N/A       
          N/A       59.75     N/A       
          N/A       59.76     N/A       
          N/A       59.77     N/A       
          24.88     59.78     13.69     
          24.89     59.79     13.68     
          N/A       59.80     N/A       
          N/A       59.81     N/A       
          N/A       59.82     N/A       
          24.90     59.83     13.66     
          24.91     59.84     13.66     
          N/A       59.85     N/A       
          N/A       59.86     N/A       
          N/A       59.87     N/A       
          24.92     59.88     13.64     
          24.93     59.89     13.63     
          N/A       59.90     N/A       
          N/A       59.91     N/A       
          N/A       59.92     N/A       
          24.94     59.93     13.61     
          24.94     59.94     13.61     
          N/A       59.95     N/A       
          N/A       59.96     N/A       
          N/A       59.97     N/A       
          N/A       59.98     N/A       
          24.96     59.99     13.58     
          24.97     60.00     13.58     
          N/A       60.01     N/A       
          N/A       60.02     N/A       
          N/A       60.03     N/A       
          24.98     60.04     13.56     
          24.99     60.05     13.55     
          N/A       60.06     N/A       
          N/A       60.07     N/A       
          N/A       60.08     N/A       
          25.00     60.09     13.53     
          25.01     60.10     13.52     
          N/A       60.11     N/A       
          N/A       60.12     N/A       
          N/A       60.13     N/A       
          25.02     60.14     13.50     
          25.02     60.15     13.49     
          N/A       60.16     N/A       
          N/A       60.17     N/A       
          N/A       60.18     N/A       
          25.04     60.19     13.46     
          25.04     60.20     13.45     
          N/A       60.21     N/A       
          N/A       60.22     N/A       
          N/A       60.23     N/A       
          N/A       60.24     N/A       
          25.06     60.25     13.41     
          25.07     60.26     13.41     
          N/A       60.27     N/A       
          N/A       60.28     N/A       
          N/A       60.29     N/A       
          25.08     60.30     13.37     
          25.09     60.31     13.37     
          N/A       60.32     N/A       
          N/A       60.33     N/A       
          N/A       60.34     N/A       
          25.10     60.35     13.33     
          25.11     60.36     13.33     
          N/A       60.37     N/A       
          N/A       60.38     N/A       
          N/A       60.39     N/A       
          25.12     60.40     13.30     
          25.13     60.41     13.29     
          N/A       60.42     N/A       
          N/A       60.43     N/A       
          N/A       60.44     N/A       
          25.14     60.45     13.26     
          25.15     60.46     13.25     
          N/A       60.47     N/A       
          N/A       60.48     N/A       
          N/A       60.49     N/A       
          25.16     60.50     13.23     
          25.17     60.51     13.22     
          N/A       60.52     N/A       
          N/A       60.53     N/A       
          N/A       60.54     N/A       
          25.18     60.55     13.19     
          25.19     60.56     13.19     
          N/A       60.57     N/A       
          N/A       60.58     N/A       
          N/A       60.59     N/A       
          25.20     60.60     13.16     
          25.21     60.61     13.15     
          N/A       60.62     N/A       
          N/A       60.63     N/A       
          N/A       60.64     N/A       
          25.22     60.65     13.13     
          25.23     60.66     13.12     
          N/A       60.67     N/A       
          N/A       60.68     N/A       
          N/A       60.69     N/A       
          25.24     60.70     13.10     
          25.25     60.71     13.09     
          N/A       60.72     N/A       
          N/A       60.73     N/A       
          N/A       60.74     N/A       
          25.26     60.75     13.06     
          25.27     60.76     13.06     
          N/A       60.77     N/A       
          N/A       60.78     N/A       
          N/A       60.79     N/A       
          25.28     60.80     13.03     
          25.29     60.81     13.02     
          N/A       60.82     N/A       
          N/A       60.83     N/A       
          N/A       60.84     N/A       
          25.30     60.85     12.99     
          25.31     60.86     12.98     
          N/A       60.87     N/A       
          N/A       60.88     N/A       
          25.32     60.89     12.96     
          25.32     60.90     12.95     
          N/A       60.91     N/A       
          N/A       60.92     N/A       
          N/A       60.93     N/A       
          25.34     60.94     12.92     
          25.35     60.95     12.91     
          N/A       60.96     N/A       
          N/A       60.97     N/A       
          N/A       60.98     N/A       
          25.36     60.99     12.88     
          25.37     61.00     12.87     
          N/A       61.01     N/A       
          N/A       61.02     N/A       
          N/A       61.03     N/A       
          25.38     61.04     12.84     
          25.39     61.05     12.83     
          N/A       61.06     N/A       
          N/A       61.07     N/A       
          N/A       61.08     N/A       
          25.40     61.09     12.79     
          25.41     61.10     12.78     
          N/A       61.11     N/A       
          N/A       61.12     N/A       
          25.42     61.13     12.76     
          25.42     61.14     12.75     
          N/A       61.15     N/A       
          N/A       61.16     N/A       
          N/A       61.17     N/A       
          25.44     61.18     12.72     
          25.45     61.19     12.71     
          N/A       61.20     N/A       
          N/A       61.21     N/A       
          N/A       61.22     N/A       
          25.46     61.23     12.67     
          25.47     61.24     12.67     
          N/A       61.25     N/A       
          N/A       61.26     N/A       
          N/A       61.27     N/A       
          25.48     61.28     12.63     
          25.49     61.29     12.63     
          N/A       61.30     N/A       
          N/A       61.31     N/A       
          25.50     61.32     12.61     
          25.51     61.33     12.60     
          N/A       61.34     N/A       
          N/A       61.35     N/A       
          N/A       61.36     N/A       
          25.52     61.37     12.57     
          25.53     61.38     12.57     
          N/A       61.39     N/A       
          N/A       61.40     N/A       
          N/A       61.41     N/A       
          25.54     61.42     12.54     
          25.55     61.43     12.54     
          N/A       61.44     N/A       
          N/A       61.45     N/A       
          25.56     61.46     12.52     
          25.57     61.47     12.52     
          N/A       61.48     N/A       
          N/A       61.49     N/A       
          N/A       61.50     N/A       
          25.58     61.51     12.50     
          25.59     61.52     12.49     
          N/A       61.53     N/A       
          N/A       61.54     N/A       
          25.60     61.55     12.48     
          25.60     61.56     12.47     
          N/A       61.57     N/A       
          N/A       61.58     N/A       
          N/A       61.59     N/A       
          25.62     61.60     12.45     
          25.63     61.61     12.44     
          N/A       61.62     N/A       
          N/A       61.63     N/A       
          N/A       61.64     N/A       
          25.64     61.65     12.41     
          25.65     61.66     12.41     
          N/A       61.67     N/A       
          N/A       61.68     N/A       
          25.66     61.69     12.39     
          25.67     61.70     12.38     
          N/A       61.71     N/A       
          N/A       61.72     N/A       
          N/A       61.73     N/A       
          25.68     61.74     12.35     
          25.69     61.75     12.34     
          N/A       61.76     N/A       
          N/A       61.77     N/A       
          25.70     61.78     12.32     
          25.71     61.79     12.31     
          N/A       61.80     N/A       
          N/A       61.81     N/A       
          N/A       61.82     N/A       
          25.72     61.83     12.28     
          25.73     61.84     12.27     
          N/A       61.85     N/A       
          N/A       61.86     N/A       
          25.74     61.87     12.24     
          25.75     61.88     12.24     
          N/A       61.89     N/A       
          N/A       61.90     N/A       
          N/A       61.91     N/A       
          25.76     61.92     12.21     
          25.77     61.93     12.20     
          N/A       61.94     N/A       
          N/A       61.95     N/A       
          25.78     61.96     12.18     
          25.79     61.97     12.18     
          N/A       61.98     N/A       
          N/A       61.99     N/A       
          25.80     62.00     12.16     
          25.81     62.01     12.16     
          N/A       62.02     N/A       
          N/A       62.03     N/A       
          N/A       62.04     N/A       
          25.82     62.05     12.13     
          25.83     62.06     12.13     
          N/A       62.07     N/A       
          N/A       62.08     N/A       
          25.84     62.09     12.11     
          25.85     62.10     12.10     
          N/A       62.11     N/A       
          N/A       62.12     N/A       
          25.86     62.13     12.09     
          25.86     62.14     12.08     
          N/A       62.15     N/A       
          N/A       62.16     N/A       
          N/A       62.17     N/A       
          25.88     62.18     12.05     
          25.89     62.19     12.04     
          N/A       62.20     N/A       
          N/A       62.21     N/A       
          25.90     62.22     12.02     
          25.91     62.23     12.01     
          N/A       62.24     N/A       
          N/A       62.25     N/A       
          N/A       62.26     N/A       
          25.92     62.27     11.98     
          25.93     62.28     11.98     
          N/A       62.29     N/A       
          N/A       62.30     N/A       
          25.94     62.31     11.95     
          25.95     62.32     11.95     
          N/A       62.33     N/A       
          N/A       62.34     N/A       
          25.96     62.35     11.93     
          25.97     62.36     11.92     
          N/A       62.37     N/A       
          N/A       62.38     N/A       
          25.98     62.39     11.90     
          25.99     62.40     11.90     
          N/A       62.41     N/A       
          N/A       62.42     N/A       
          N/A       62.43     N/A       
          26.00     62.44     11.88     
          26.01     62.45     11.88     
          N/A       62.46     N/A       
          N/A       62.47     N/A       
          26.02     62.48     11.86     
          26.03     62.49     11.86     
          N/A       62.50     N/A       
          N/A       62.51     N/A       
          26.04     62.52     11.85     
          26.05     62.53     11.84     
          N/A       62.54     N/A       
          N/A       62.55     N/A       
          26.06     62.56     11.83     
          26.07     62.57     11.83     
          N/A       62.58     N/A       
          N/A       62.59     N/A       
          N/A       62.60     N/A       
          26.08     62.61     11.80     
          26.09     62.62     11.79     
          N/A       62.63     N/A       
          N/A       62.64     N/A       
          26.10     62.65     11.77     
          26.11     62.66     11.76     
          N/A       62.67     N/A       
          N/A       62.68     N/A       
          26.12     62.69     11.73     
          26.13     62.70     11.72     
          N/A       62.71     N/A       
          N/A       62.72     N/A       
          26.14     62.73     11.69     
          26.15     62.74     11.68     
          N/A       62.75     N/A       
          N/A       62.76     N/A       
          26.16     62.77     11.65     
          26.17     62.78     11.63     
          N/A       62.79     N/A       
          N/A       62.80     N/A       
          26.18     62.81     11.60     
          26.19     62.82     11.59     
          N/A       62.83     N/A       
          N/A       62.84     N/A       
          26.20     62.85     11.57     
          26.20     62.86     11.56     
          N/A       62.87     N/A       
          N/A       62.88     N/A       
          N/A       62.89     N/A       
          26.22     62.90     11.53     
          26.23     62.91     11.52     
          N/A       62.92     N/A       
          N/A       62.93     N/A       
          26.24     62.94     11.51     
          26.25     62.95     11.50     
          N/A       62.96     N/A       
          N/A       62.97     N/A       
          26.26     62.98     11.49     
          26.27     62.99     11.48     
          N/A       63.00     N/A       
          N/A       63.01     N/A       
          26.28     63.02     11.46     
          26.29     63.03     11.46     
          N/A       63.04     N/A       
          N/A       63.05     N/A       
          26.30     63.06     11.44     
          26.31     63.07     11.43     
          N/A       63.08     N/A       
          N/A       63.09     N/A       
          26.32     63.10     11.41     
